Artie,M,5
Inga,F,8
Manford,M,9
Irving,M,60
Donnie,F,20
Florence,F,1063
Jake,M,96
Ruthie,F,5
Davis,M,17
Orson,M,7
Emelie,F,10
Myrtle,M,5
Erasmus,M,5
August,M,210
Clare,M,8
Hezekiah,M,11
Bennie,M,26
Letta,F,9
Estelle,F,119
Reece,M,5
Esther,F,198
Grover,M,18
Orlando,M,16
Ceylon,M,5
Herschel,M,11
Manley,M,8
Olie,F,7
Archer,M,9
Merritt,M,18
Manly,M,5
Glenn,M,43
Johanna,F,64
Manie,F,10
Johnson,M,13
Prince,M,16
Birt,M,7
Miriam,F,28
Adella,F,26
Hayes,M,8
Will,M,588
Winfred,M,12
Kitty,F,9
Emery,M,52
Frederic,M,22
Beatrice,F,87
Baxter,M,11
Rillie,F,7
Magdalen,F,7
Eugene,M,328
Evan,M,22
Oscar,M,544
Theresa,F,153
Stacy,M,6
Leon,M,118
Norval,M,5
Fate,M,11
Flora,M,5
Mae,F,344
Constance,F,15
Ara,F,6
Cicero,M,14
Madie,F,6
Lillie,M,5
Wm,M,14
Jess,M,103
Marion,M,189
Katy,F,7
Bena,F,6
Arlington,M,6
Anastacio,M,6
Delphia,F,7
Dee,M,20
Orval,M,22
Author,M,6
Bird,M,7
Elzie,M,13
Ossie,M,9
Luther,M,260
Nan,F,16
Randall,M,8
Wilbert,M,29
Carl,M,372
Augustin,M,6
Elva,F,44
Sterling,M,17
Benito,M,7
Richard,M,728
Santos,M,5
Homer,M,205
Arlie,M,7
Tessie,F,17
Jenny,F,13
Ashby,M,5
Caleb,M,27
Georgiana,F,36
Viola,F,229
Wendell,M,6
Garland,M,11
Houston,M,16
David,M,869
Pink,M,30
Birtie,F,10
Salome,F,11
Schuyler,M,5
Mathilda,F,72
Chauncey,M,32
Ward,M,30
Tina,F,17
Elizebeth,F,18
Mahalia,F,5
Maynard,M,12
Estell,F,9
Lessie,F,18
Albina,F,7
Elvin,M,10
Zelma,F,19
Elmira,F,13
Hester,F,49
Louetta,F,6
Goldie,F,24
Natalie,F,5
Irena,F,8
Alma,M,14
Teressa,F,5
Libbie,F,19
Rowland,M,5
Eliseo,M,5
Albert,M,1493
Mercedes,F,6
Annie,F,1258
Tena,F,19
Muriel,F,7
Byrd,F,6
Andy,M,58
Grace,M,6
Mable,F,83
Douglas,M,29
Zeke,M,6
Hunt,M,5
Eddie,M,129
Leta,F,18
Euphemia,F,6
Phil,M,12
Venie,F,6
Early,M,11
Zena,F,7
Nelle,F,65
Gladys,F,20
Caroline,F,306
Josephine,F,544
Marquis,M,8
Althea,F,9
Frances,F,605
Bradley,M,5
Helen,F,636
Ford,M,8
Ishmael,M,6
Orley,M,8
Dwight,M,12
Emmett,M,74
Lee,F,28
Willian,M,6
Theophile,M,5
Augusta,M,5
Julia,F,783
Pablo,M,11
Mena,F,6
Lottie,F,245
Evert,M,12
Tishie,F,7
Dellar,F,9
Ira,F,16
Allen,M,184
Irene,F,204
Almira,F,8
Mal,M,7
Max,M,52
Bonnie,F,14
Manda,F,10
Almon,M,10
Lionel,M,8
Phineas,M,5
Sumner,M,10
Daisie,F,12
Moses,M,111
Dena,F,13
Louie,F,14
Clemente,M,6
Finley,M,11
Dessie,F,36
Amos,M,128
Willis,M,166
Etha,F,9
Alta,F,91
Kenneth,M,32
Eula,F,70
Lige,M,15
Jasper,M,98
Redden,M,6
Alexander,M,211
Lemma,F,5
Alverta,F,6
Erie,F,6
Lyda,F,32
Ruben,M,30
Emmer,F,11
Carroll,M,26
Matthew,M,113
Mattie,M,5
Woodie,M,5
Cecilia,F,44
Jabez,M,5
Dick,M,25
Cruz,M,6
Maggie,F,582
Winnie,F,49
Drew,M,6
Porter,M,38
Enoch,M,60
Idella,F,23
Claud,M,90
Lawrence,M,257
Belle,F,238
Willard,M,88
Retta,F,25
Clarinda,F,7
Glen,M,24
Watt,M,7
Ernestine,F,17
Marguerite,F,48
Georgina,F,5
Felicia,F,7
Timothy,M,70
Lem,M,12
Nena,F,8
Selena,F,5
Rutherford,M,8
Jodie,M,5
Sally,F,80
Olga,F,50
Jennette,F,6
Myrtle,F,615
Elsie,F,301
Christena,F,13
Love,F,5
Parker,M,14
Leonora,F,26
Nellie,F,995
Tressa,F,7
Doris,F,9
Lucie,F,23
Blanche,F,427
Clarence,M,730
Gustavus,M,5
Hessie,F,6
Gideon,M,10
Marietta,F,21
Elick,M,5
Mettie,F,13
Asa,M,60
Zora,F,28
Grant,M,52
Eligah,M,7
Lew,M,20
Anner,F,9
Elsie,M,6
Mathew,M,60
Amie,F,7
Cynthia,F,61
Mary,F,7065
Jeannette,F,34
Hyman,M,6
Malachi,M,10
Babe,M,5
Orren,M,6
Sarah,F,1288
Jessie,M,154
Mabelle,F,39
Isam,M,5
Godfrey,M,9
Lee,M,361
Emma,M,10
Iona,F,18
Ellis,M,58
Lewie,M,5
Virgie,F,41
Calvin,M,134
Clarence,F,7
Jennie,F,793
Felix,M,92
Harman,M,7
Dolphus,M,8
Hayden,M,5
Alice,F,1414
Eulalia,F,7
Forrest,M,36
Honora,F,5
Virginia,F,213
Zola,F,7
Julie,F,22
Grayce,F,7
Ephriam,M,8
Lincoln,M,10
Sylvia,F,81
Lissie,F,11
Isa,F,5
Earle,M,25
Pleas,M,7
Tommie,F,10
Mandy,F,34
Helene,F,17
Christina,F,65
Angeline,F,25
Vernie,F,10
Maryann,F,6
Mertie,F,18
Chancy,M,7
Blas,M,6
Ted,M,13
Roscoe,M,90
Bess,F,46
Thaddeus,M,12
Dosha,F,5
Maye,F,9
Eva,F,614
Dexter,M,6
Solon,M,8
Jacob,M,404
Mathias,M,12
Beverly,M,12
Francisco,M,19
Hilliard,M,10
Nathan,M,114
Alida,F,17
Cal,M,19
Lennie,F,11
Colonel,M,11
Bennie,F,8
Annetta,F,18
Lorenzo,M,48
Annie,M,6
Corrie,F,9
Benjiman,M,28
Curt,M,6
Elbert,M,79
Minervia,F,7
Glenn,F,5
Amanda,F,241
Spencer,M,35
Mame,F,12
Lorene,F,5
Eleanora,F,6
Wade,M,56
Georgie,F,43
Elaine,F,5
Shirley,F,8
Pete,M,50
Sula,F,9
Huston,M,8
Celestia,F,6
Nathanial,M,5
Cora,M,6
Pedro,M,31
Guy,M,239
Lawyer,M,5
Vallie,F,6
Nathaniel,M,60
Lanie,F,6
Young,M,14
Rosalie,F,39
Texas,F,5
Foster,M,16
Doc,M,9
Sudie,F,27
Williams,M,11
Augustus,M,74
Wanda,F,11
Eudora,F,6
Agnes,F,473
Hoyt,M,5
Rollin,M,16
Alberta,F,76
Ernest,M,615
Tommy,M,5
Clyda,F,6
Malvina,F,11
Genevieve,F,59
Opal,F,5
Janie,F,96
Crawford,M,8
Philip,M,186
May,F,462
Jessica,F,7
Letty,F,5
Louisa,F,126
Doctor,M,10
Hassie,F,5
Henry,F,11
Jim,M,345
Hilma,F,10
Candido,M,6
Gustave,M,49
Eli,M,73
Selma,F,36
Christ,M,15
Celie,F,5
Evalena,F,6
Margeret,F,8
Monroe,M,53
Dave,M,131
Caddie,F,5
Judy,F,5
Delilah,F,10
Melinda,F,14
Veronica,F,14
Tressie,F,6
